TIMESTAMP (us)       , DELTA (us)          , TID      , CURR CPU , CURR GRP, LAST CPU , LAST GRP, TYPE                     , DESCRIPTION    
0                    ,                     ,          ,          ,         ,          ,         , BEGIN                    ,                
826                  , 826                 , 1        , 14       , 2       , 14       , 2       , CREATE                   ,                
837                  , 10                  , 1        , 14       , 2       , 14       , 2       , RESTART ON SAME CPU      ,                
864                  , 27                  , 1        , 14       , 2       , 14       , 2       , PREEMPTED                ,                
913                  , 48                  , 1        , 14       , 2       , 14       , 2       , RESTART ON SAME CPU      ,                
1375                 , 462                 , 1        , 14       , 2       , 14       , 2       , PREEMPTED                ,                
2020                 , 644                 , 1        , 14       , 2       , 14       , 2       , RESTART ON SAME CPU      ,                
2046                 , 26                  , 1        , 14       , 2       , 14       , 2       , PREEMPTED                ,                
2075                 , 29                  , 1        , 14       , 2       , 14       , 2       , RESTART ON SAME CPU      ,                
2319                 , 243                 , 1        , 14       , 2       , 14       , 2       , PREEMPTED                ,                
2355                 , 36                  , 1        , 14       , 2       , 14       , 2       , RESTART ON SAME CPU      ,                
2366                 , 11                  , 1        , 14       , 2       , 14       , 2       , PREEMPTED                ,                
2390                 , 23                  , 1        , 14       , 2       , 14       , 2       , RESTART ON SAME CPU      ,                
6041                 , 6041                , 3        , 13       , 2       , 13       , 2       , CREATE                   ,                
6042                 , 6042                , 2        , 1        , 1       , 1        , 1       , CREATE                   ,                
6057                 , 16                  , 3        , 13       , 2       , 13       , 2       , RESTART ON SAME CPU      ,                
6064                 , 21                  , 2        , 1        , 1       , 1        , 1       , RESTART ON SAME CPU      ,                
6095                 , 38                  , 3        , 13       , 2       , 13       , 2       , SLEEPING ON              , cond var       
6100                 , 35                  , 2        , 1        , 1       , 1        , 1       , SLEEPING ON              , cond var       
6105                 , 10                  , 3        , 13       , 2       , 13       , 2       , PREEMPTED                ,                
6121                 , 6121                , 5        , 12       , 2       , 12       , 2       , CREATE                   ,                
6122                 , 22                  , 2        , 1        , 1       , 1        , 1       , PREEMPTED                ,                
6127                 , 5                   , 5        , 12       , 2       , 12       , 2       , RESTART ON SAME CPU      ,                
6141                 , 6141                , 7        , 13       , 2       , 13       , 2       , CREATE                   ,                
6145                 , 17                  , 5        , 12       , 2       , 12       , 2       , SLEEPING ON              , cond var       
6146                 , 4                   , 7        , 13       , 2       , 13       , 2       , RESTART ON SAME CPU      ,                
6154                 , 9                   , 5        , 12       , 2       , 12       , 2       , PREEMPTED                ,                
6156                 , 10                  , 7        , 13       , 2       , 13       , 2       , SLEEPING ON              , cond var       
6161                 , 4                   , 7        , 13       , 2       , 13       , 2       , PREEMPTED                ,                
6164                 , 3773                , 1        , 14       , 2       , 14       , 2       , SLEEPING ON              , cond var       
6172                 , 8                   , 1        , 14       , 2       , 14       , 2       , PREEMPTED                ,                
6204                 , 6204                , 8        , 3        , 1       , 3        , 1       , CREATE                   ,                
6206                 , 6206                , 6        , 21       , 1       , 21       , 1       , CREATE                   ,                
6207                 , 6207                , 4        , 7        , 1       , 7        , 1       , CREATE                   ,                
6210                 , 5                   , 8        , 3        , 1       , 3        , 1       , RESTART ON SAME CPU      ,                
6211                 , 4                   , 4        , 7        , 1       , 7        , 1       , RESTART ON SAME CPU      ,                
6212                 , 5                   , 6        , 21       , 1       , 21       , 1       , RESTART ON SAME CPU      ,                
6228                 , 16                  , 4        , 7        , 1       , 7        , 1       , SLEEPING ON              , cond var       
6228                 , 18                  , 8        , 3        , 1       , 3        , 1       , SLEEPING ON              , cond var       
6235                 , 7                   , 8        , 3        , 1       , 3        , 1       , PREEMPTED                ,                
6237                 , 8                   , 4        , 7        , 1       , 7        , 1       , PREEMPTED                ,                
6245                 , 33                  , 6        , 21       , 1       , 21       , 1       , SLEEPING ON              , cond var       
6246                 , 141                 , 3        , 13       , 2       , 13       , 2       , RESTART ON SAME CPU      ,                
6254                 , 8                   , 6        , 21       , 1       , 21       , 1       , PREEMPTED                ,                
6262                 , 139                 , 2        , 1        , 1       , 1        , 1       , RESTART ON SAME CPU      ,                
6279                 , 124                 , 5        , 12       , 2       , 12       , 2       , RESTART ON SAME CPU      ,                
6300                 , 139                 , 7        , 29       , 2       , 13       , 2       , CPU MIGRATION            ,                
6311                 , 10                  , 7        , 29       , 2       , 29       , 2       , RESTART ON SAME CPU      ,                
6328                 , 155                 , 1        , 14       , 2       , 14       , 2       , RESTART ON SAME CPU      ,                
6346                 , 110                 , 8        , 3        , 1       , 3        , 1       , RESTART ON SAME CPU      ,                
6361                 , 124                 , 4        , 7        , 1       , 7        , 1       , RESTART ON SAME CPU      ,                
6374                 , 120                 , 6        , 21       , 1       , 21       , 1       , RESTART ON SAME CPU      ,                
140385               , 134123              , 2        , 1        , 1       , 1        , 1       , SLEEPING ON              , cond var       
140392               , 134030              , 4        , 7        , 1       , 7        , 1       , SLEEPING ON              , cond var       
140393               , 8                   , 2        , 1        , 1       , 1        , 1       , PREEMPTED                ,                
140397               , 134117              , 5        , 12       , 2       , 12       , 2       , SLEEPING ON              , cond var       
140399               , 134024              , 6        , 21       , 1       , 21       , 1       , SLEEPING ON              , cond var       
140400               , 134053              , 8        , 3        , 1       , 3        , 1       , SLEEPING ON              , cond var       
140400               , 7                   , 4        , 7        , 1       , 7        , 1       , PREEMPTED                ,                
140402               , 134091              , 7        , 29       , 2       , 29       , 2       , SLEEPING ON              , cond var       
140402               , 134156              , 3        , 13       , 2       , 13       , 2       , SLEEPING ON              , cond var       
140406               , 9                   , 5        , 12       , 2       , 12       , 2       , PREEMPTED                ,                
140407               , 8                   , 6        , 21       , 1       , 21       , 1       , PREEMPTED                ,                
140410               , 9                   , 8        , 3        , 1       , 3        , 1       , PREEMPTED                ,                
140411               , 8                   , 3        , 13       , 2       , 13       , 2       , PREEMPTED                ,                
140413               , 11                  , 7        , 29       , 2       , 29       , 2       , PREEMPTED                ,                
140413               , 134085              , 1        , 14       , 2       , 14       , 2       , SLEEPING ON              , cond var       
140417               , 6                   , 8        , 7        , 1       , 3        , 1       , CPU MIGRATION            ,                
140420               , 6                   , 1        , 14       , 2       , 14       , 2       , PREEMPTED                ,                
140424               , 7                   , 8        , 7        , 1       , 7        , 1       , RESTART ON SAME CPU      ,                
140437               , 12                  , 8        , 7        , 1       , 7        , 1       , SLEEPING ON              , cond var       
140437               , 43                  , 2        , 1        , 1       , 1        , 1       , RESTART ON SAME CPU      ,                
140443               , 6                   , 8        , 7        , 1       , 7        , 1       , PREEMPTED                ,                
140449               , 42                  , 6        , 21       , 1       , 21       , 1       , RESTART ON SAME CPU      ,                
140451               , 13                  , 2        , 1        , 1       , 1        , 1       , SLEEPING ON              , cond var       
140456               , 5                   , 2        , 1        , 1       , 1        , 1       , PREEMPTED                ,                
140460               , 10                  , 6        , 21       , 1       , 21       , 1       , SLEEPING ON              , cond var       
140461               , 61                  , 4        , 7        , 1       , 7        , 1       , RESTART ON SAME CPU      ,                
140467               , 6                   , 6        , 21       , 1       , 21       , 1       , PREEMPTED                ,                
140471               , 9                   , 4        , 7        , 1       , 7        , 1       , SLEEPING ON              , cond var       
