TIMESTAMP (us)       , DELTA (us)          , TID      , CURR CPU , CURR GRP, LAST CPU , LAST GRP, TYPE                     , DESCRIPTION    
0                    ,                     , 1        , 25       , 2       ,          ,         , BEGIN                    ,                
879                  , 879                 , 1        , 16       , 1       , 16       , 1       , CREATE                   ,                
901                  , 21                  , 1        , 16       , 1       , 16       , 1       , RESTART ON SAME CPU      ,                
948                  , 47                  , 1        , 16       , 1       , 16       , 1       , PREEMPTED                ,                
991                  , 43                  , 1        , 16       , 1       , 16       , 1       , RESTART ON SAME CPU      ,                
1470                 , 478                 , 1        , 16       , 1       , 16       , 1       , PREEMPTED                ,                
2171                 , 700                 , 1        , 16       , 1       , 16       , 1       , RESTART ON SAME CPU      ,                
2205                 , 34                  , 1        , 16       , 1       , 16       , 1       , PREEMPTED                ,                
2235                 , 30                  , 1        , 16       , 1       , 16       , 1       , RESTART ON SAME CPU      ,                
2553                 , 317                 , 1        , 16       , 1       , 16       , 1       , PREEMPTED                ,                
2641                 , 87                  , 1        , 16       , 1       , 16       , 1       , RESTART ON SAME CPU      ,                
2677                 , 36                  , 1        , 16       , 1       , 16       , 1       , PREEMPTED                ,                
2707                 , 29                  , 1        , 16       , 1       , 16       , 1       , RESTART ON SAME CPU      ,                
7044                 , 7044                , 2        , 29       , 2       , 29       , 2       , CREATE                   ,                
7052                 , 8                   , 2        , 29       , 2       , 29       , 2       , RESTART ON SAME CPU      ,                
7090                 , 7090                , 3        , 7        , 1       , 7        , 1       , CREATE                   ,                
7097                 , 6                   , 3        , 7        , 1       , 7        , 1       , RESTART ON SAME CPU      ,                
7109                 , 56                  , 2        , 29       , 2       , 29       , 2       , SLEEPING ON              , cond var       
7114                 , 7114                , 4        , 11       , 2       , 11       , 2       , CREATE                   ,                
7120                 , 10                  , 2        , 29       , 2       , 29       , 2       , PREEMPTED                ,                
7120                 , 23                  , 3        , 7        , 1       , 7        , 1       , SLEEPING ON              , cond var       
7120                 , 5                   , 4        , 11       , 2       , 11       , 2       , RESTART ON SAME CPU      ,                
7133                 , 13                  , 3        , 7        , 1       , 7        , 1       , PREEMPTED                ,                
7137                 , 17                  , 4        , 11       , 2       , 11       , 2       , SLEEPING ON              , cond var       
7139                 , 7139                , 5        , 6        , 1       , 6        , 1       , CREATE                   ,                
7139                 , 7139                , 6        , 25       , 2       , 25       , 2       , CREATE                   ,                
7143                 , 4                   , 6        , 25       , 2       , 25       , 2       , RESTART ON SAME CPU      ,                
7146                 , 6                   , 5        , 6        , 1       , 6        , 1       , RESTART ON SAME CPU      ,                
7147                 , 9                   , 4        , 11       , 2       , 11       , 2       , PREEMPTED                ,                
7158                 , 15                  , 6        , 25       , 2       , 25       , 2       , SLEEPING ON              , cond var       
7164                 , 5                   , 6        , 25       , 2       , 25       , 2       , PREEMPTED                ,                
7166                 , 19                  , 5        , 6        , 1       , 6        , 1       , SLEEPING ON              , cond var       
7168                 , 7168                , 7        , 7        , 1       , 7        , 1       , CREATE                   ,                
7173                 , 5                   , 7        , 7        , 1       , 7        , 1       , RESTART ON SAME CPU      ,                
7176                 , 10                  , 5        , 6        , 1       , 6        , 1       , PREEMPTED                ,                
7185                 , 12                  , 7        , 7        , 1       , 7        , 1       , SLEEPING ON              , cond var       
7193                 , 7                   , 7        , 7        , 1       , 7        , 1       , PREEMPTED                ,                
7224                 , 7224                , 8        , 31       , 2       , 31       , 2       , CREATE                   ,                
7225                 , 7225                , 9        , 7        , 1       , 7        , 1       , CREATE                   ,                
7229                 , 5                   , 8        , 31       , 2       , 31       , 2       , RESTART ON SAME CPU      ,                
7230                 , 5                   , 9        , 7        , 1       , 7        , 1       , RESTART ON SAME CPU      ,                
7242                 , 11                  , 9        , 7        , 1       , 7        , 1       , SLEEPING ON              , cond var       
7246                 , 17                  , 8        , 31       , 2       , 31       , 2       , SLEEPING ON              , cond var       
7250                 , 7                   , 9        , 7        , 1       , 7        , 1       , PREEMPTED                ,                
7253                 , 7                   , 8        , 31       , 2       , 31       , 2       , PREEMPTED                ,                
7253                 , 7253                , 10       , 13       , 2       , 13       , 2       , CREATE                   ,                
7257                 , 4                   , 10       , 13       , 2       , 13       , 2       , RESTART ON SAME CPU      ,                
