        0:0         TID   1 CPU  13(2) created
        0:0         TID   1 CPU  13(2) created
        0:0         TID   1 CPU  13(2) created
Threads: 8 Range: 99
Time: 44784.4 usecs
        0:0         TID   8 CPU   5(1) created
        0:1465568770910 TID   8 sleeping on 'cond var'
        0:0         TID   8 CPU   5(1) created
       39:1465568770949 TID   8 sleeping on 'cond var'
       39:1465568770949 TID   8 CPU   5(1) preempted
       49:1465568770959 TID   8 CPU   5(1) restarted on the same CPU
       49:1465568770959 TID   8 sleeping on 'cond var'
       49:1465568770959 TID   8 CPU   5(1) preempted
       49:1465568770959 TID   8 CPU   5(1) restarted on the same CPU
        0:0         TID   3 CPU  11(2) created
        0:1465568770910 TID   3 sleeping on 'cond var'
        0:0         TID   3 CPU  11(2) created
       39:1465568770949 TID   3 sleeping on 'cond var'
       39:1465568770949 TID   3 CPU  11(2) preempted
       49:1465568770959 TID   3 CPU  11(2) restarted on the same CPU
       49:1465568770959 TID   3 sleeping on 'cond var'
       49:1465568770959 TID   3 CPU  11(2) preempted
       49:1465568770959 TID   3 CPU  11(2) restarted on the same CPU
        0:0         TID   2 CPU  12(2) created
        0:1465568770910 TID   2 sleeping on 'cond var'
        0:0         TID   5 CPU  12(2) created
        0:1465568770910 TID   5 sleeping on 'cond var'
        0:0         TID   7 CPU  12(2) created
        0:1465568770910 TID   7 sleeping on 'cond var'
        0:0         TID   2 CPU  12(2) created
       49:1465568770959 TID   2 sleeping on 'cond var'
       49:1465568770959 TID   2 CPU  12(2) preempted
       49:1465568770959 TID   2 CPU  12(2) restarted on the same CPU
       49:1465568770959 TID   2 sleeping on 'cond var'
       49:1465568770959 TID   2 CPU  12(2) preempted
       49:1465568770959 TID   2 CPU  12(2) restarted on the same CPU
        0:0         TID   1 CPU  13(2) created
        0:0         TID   1 CPU  13(2) created
        0:0         TID   1 CPU  13(2) created
        0:1465568770910 TID   1 sleeping on 'cond var'
        0:0         TID   1 CPU  13(2) created
       39:1465568770949 TID   1 sleeping on 'cond var'
       39:1465568770949 TID   1 CPU  13(2) preempted
       49:1465568770959 TID   1 CPU  13(2) restarted on the same CPU
       49:1465568770959 TID   1 sleeping on 'cond var'
       49:1465568770959 TID   1 CPU  13(2) preempted
       49:1465568770959 TID   1 CPU  13(2) restarted on the same CPU
       49:1465568770959 TID   1 sleeping on 'cond var'
       49:1465568770959 TID   1 CPU  13(2) preempted
       49:1465568770959 TID   1 CPU  13(2) restarted on the same CPU
       49:1465568770959 TID   1 sleeping on 'shuttle'
       49:1465568770959 TID   1 CPU  13(2) preempted
       49:1465568770959 TID   1 CPU  13(2) restarted on the same CPU
       49:1465568770959 TID   1 sleeping on 'shuttle'
       49:1465568770959 TID   1 CPU  13(2) preempted
       49:1465568770959 TID   1 CPU  13(2) restarted on the same CPU
       49:1465568770959 TID   1 sleeping on 'cond var'
       49:1465568770959 TID   1 CPU  13(2) preempted
       49:1465568770959 TID   1 CPU  13(2) restarted on the same CPU
       49:1465568770959 TID   1 sleeping on 'cond var'
       49:1465568770959 TID   1 CPU  13(2) preempted
       49:1465568770959 TID   1 CPU  13(2) restarted on the same CPU
       49:1465568770959 TID   1 sleeping on 'cond var'
       49:1465568770959 TID   1 CPU  13(2) preempted
       49:1465568770959 TID   1 CPU  13(2) restarted on the same CPU
       49:1465568770959 TID   1 sleeping on 'cond var'
       49:1465568770959 TID   1 CPU  13(2) preempted
       49:1465568770959 TID   1 CPU  13(2) restarted on the same CPU
       49:1465568770959 TID   1 sleeping on 'cond var'
       49:1465568770959 TID   1 CPU  13(2) preempted
       49:1465568770959 TID   1 CPU  13(2) restarted on the same CPU
        0:0         TID   4 CPU  17(1) created
        0:1465568770910 TID   4 sleeping on 'cond var'
        0:0         TID   4 CPU  17(1) created
       39:1465568770949 TID   4 sleeping on 'cond var'
       39:1465568770949 TID   4 CPU  17(1) preempted
       49:1465568770959 TID   4 CPU  17(1) restarted on the same CPU
       49:1465568770959 TID   4 sleeping on 'cond var'
       49:1465568770959 TID   4 CPU  17(1) preempted
       49:1465568770959 TID   4 CPU  17(1) restarted on the same CPU
        0:0         TID   6 CPU  23(1) created
        0:1465568770910 TID   6 sleeping on 'cond var'
        0:0         TID   6 CPU  23(1) created
       39:1465568770949 TID   6 sleeping on 'cond var'
       39:1465568770949 TID   6 CPU  23(1) preempted
       49:1465568770959 TID   6 CPU  23(1) restarted on the same CPU
       49:1465568770959 TID   6 sleeping on 'cond var'
       49:1465568770959 TID   6 CPU  23(1) preempted
       49:1465568770959 TID   6 CPU  23(1) restarted on the same CPU
        0:0         TID   7 CPU  24(2) created
       39:1465568770949 TID   7 sleeping on 'cond var'
       39:1465568770949 TID   7 CPU  24(2) preempted
       49:1465568770959 TID   7 CPU  24(2) restarted on the same CPU
       49:1465568770959 TID   7 sleeping on 'cond var'
       49:1465568770959 TID   7 CPU  24(2) preempted
       49:1465568770959 TID   7 CPU  24(2) restarted on the same CPU
        0:0         TID   5 CPU  28(2) created
       49:1465568770959 TID   5 sleeping on 'cond var'
       49:1465568770959 TID   5 CPU  28(2) preempted
       49:1465568770959 TID   5  from-CPU 28(2) to-cpu 30(2) CPU migration
       49:1465568770959 TID   5 CPU  30(2) restarted on the same CPU
       49:1465568770959 TID   5 sleeping on 'cond var'
       49:1465568770959 TID   5 CPU  30(2) preempted
       49:1465568770959 TID   5 CPU  30(2) restarted on the same CPU

