        0:0         TID   1 CPU   3(1) created
        0:0         TID   1 CPU   3(1) created
Threads: 64 Range: 99
Time: 67693.4 usecs
       10:1465568863699 TID  20  from-CPU 2(1) to-cpu 0(1) CPU migration
       10:1465568863699 TID  20 CPU   0(1) restarted on the same CPU
       59:1465568863749 TID  20 CPU   0(1) preempted
       59:1465568863749 TID  40  from-CPU 2(1) to-cpu 0(1) CPU migration
       59:1465568863749 TID  40 CPU   0(1) restarted on the same CPU
       69:1465568863759 TID  40 sleeping on 'cond var'
       69:1465568863759 TID  40 CPU   0(1) preempted
       69:1465568863759 TID  20 CPU   0(1) restarted on the same CPU
       69:1465568863759 TID  20 sleeping on 'cond var'
       69:1465568863759 TID  20 CPU   0(1) preempted
       69:1465568863759 TID  40 CPU   0(1) restarted on the same CPU
       69:1465568863759 TID  40 sleeping on 'cond var'
       69:1465568863759 TID  40 CPU   0(1) preempted
       79:1465568863769 TID  20 CPU   0(1) restarted on the same CPU
       79:1465568863769 TID  20 sleeping on 'cond var'
       79:1465568863769 TID  20 CPU   0(1) preempted
       79:1465568863769 TID  40 CPU   0(1) restarted on the same CPU
       79:1465568863769 TID  40 sleeping on 'cond var'
       79:1465568863769 TID  40 CPU   0(1) preempted
       79:1465568863769 TID  20 CPU   0(1) restarted on the same CPU
       79:1465568863769 TID  40 CPU   0(1) restarted on the same CPU
       79:1465568863769 TID  44  from-CPU 22(1) to-cpu 0(1) CPU migration
       79:1465568863769 TID  44 CPU   0(1) restarted on the same CPU
       79:1465568863769 TID  60  from-CPU 19(1) to-cpu 0(1) CPU migration
       79:1465568863769 TID  60 CPU   0(1) restarted on the same CPU
       79:1465568863769 TID  52  from-CPU 7(1) to-cpu 0(1) CPU migration
       79:1465568863769 TID  52 CPU   0(1) restarted on the same CPU
       79:1465568863769 TID  51  from-CPU 24(2) to-cpu 0(1) CPU migration
       79:1465568863769 TID  51 CPU   0(1) restarted on the same CPU
       79:1465568863769 TID   1  from-CPU 21(1) to-cpu 0(1) CPU migration
       79:1465568863769 TID   1 CPU   0(1) restarted on the same CPU
       79:1465568863769 TID   1 sleeping on 'cond var'
       79:1465568863769 TID   1 CPU   0(1) preempted
       79:1465568863769 TID   1 CPU   0(1) restarted on the same CPU
       79:1465568863769 TID   1 sleeping on 'cond var'
       79:1465568863769 TID   1 CPU   0(1) preempted
       79:1465568863769 TID   1 CPU   0(1) restarted on the same CPU
       79:1465568863769 TID   1 sleeping on 'cond var'
       79:1465568863769 TID   1 CPU   0(1) preempted
       79:1465568863769 TID   1 CPU   0(1) restarted on the same CPU
       79:1465568863769 TID   1 sleeping on 'cond var'
       79:1465568863769 TID   1 CPU   0(1) preempted
       79:1465568863769 TID   1 CPU   0(1) restarted on the same CPU
       79:1465568863769 TID   1 sleeping on 'cond var'
       79:1465568863769 TID   1 CPU   0(1) preempted
       79:1465568863769 TID   1 CPU   0(1) restarted on the same CPU
       79:1465568863769 TID   1 sleeping on 'cond var'
       79:1465568863769 TID   1 CPU   0(1) preempted
       79:1465568863769 TID   1 CPU   0(1) restarted on the same CPU
       79:1465568863769 TID   1 sleeping on 'cond var'
       79:1465568863769 TID   1 CPU   0(1) preempted
       79:1465568863769 TID   1 CPU   0(1) restarted on the same CPU
       79:1465568863769 TID   1 sleeping on 'cond var'
       79:1465568863769 TID   1 CPU   0(1) preempted
       10:0         TID   4 CPU   1(1) created
       10:1465568863699 TID   4 CPU   1(1) restarted on the same CPU
       10:1465568863699 TID   4 sleeping on 'cond var'
       10:1465568863699 TID   4 CPU   1(1) preempted
       10:0         TID  26 CPU   1(1) created
       10:1465568863699 TID  26 CPU   1(1) restarted on the same CPU
       10:1465568863699 TID  26 sleeping on 'cond var'
       10:1465568863699 TID  26 CPU   1(1) preempted
       10:0         TID  28 CPU   1(1) created
       10:1465568863699 TID  28 CPU   1(1) restarted on the same CPU
