        0:0         TID   1 CPU  18(1) created
        0:0         TID   1 CPU  18(1) created
        0:0         TID   1 CPU  18(1) created
        0:0         TID   1 CPU  18(1) created
        0:0         TID   1 CPU  18(1) created
        0:0         TID   1 CPU  18(1) created
Threads: 2 Range: 99
Time: 40313.7 usecs
        0:0         TID   2 CPU  14(2) created
        0:1465568879800 TID   2 sleeping on 'cond var'
        0:0         TID   2 CPU  14(2) created
       30:1465568879830 TID   2 sleeping on 'cond var'
       30:1465568879830 TID   2 CPU  14(2) preempted
       39:1465568879839 TID   2 CPU  14(2) restarted on the same CPU
       39:1465568879839 TID   2 sleeping on 'cond var'
       39:1465568879839 TID   2 CPU  14(2) preempted
       49:1465568879849 TID   2 CPU  14(2) restarted on the same CPU
        0:1465568879800 TID   1 sleeping on 'cond var'
        0:0         TID   1 CPU  18(1) created
       39:1465568879839 TID   1 sleeping on 'cond var'
       39:1465568879839 TID   1 CPU  18(1) preempted
       39:1465568879839 TID   1 CPU  18(1) restarted on the same CPU
       39:1465568879839 TID   1 sleeping on 'cond var'
       39:1465568879839 TID   1 CPU  18(1) preempted
       39:1465568879839 TID   1 CPU  18(1) restarted on the same CPU
       39:1465568879839 TID   1 sleeping on 'cond var'
       39:1465568879839 TID   1 CPU  18(1) preempted
       49:1465568879849 TID   1 CPU  18(1) restarted on the same CPU
       49:1465568879849 TID   1 sleeping on 'shuttle'
       49:1465568879849 TID   1 CPU  18(1) preempted
       49:1465568879849 TID   1 CPU  18(1) restarted on the same CPU
       49:1465568879849 TID   1 sleeping on 'shuttle'
       49:1465568879849 TID   1 CPU  18(1) preempted
       49:1465568879849 TID   1 CPU  18(1) restarted on the same CPU
       49:1465568879849 TID   1 sleeping on 'cond var'
       49:1465568879849 TID   1 CPU  18(1) preempted
       49:1465568879849 TID   1 CPU  18(1) restarted on the same CPU

