        0:0         TID   1 CPU   6(1) created
        0:0         TID   1 CPU   6(1) created
Threads: 8 Range: 99
Time: 133841 usecs
       49:1465568832619 TID   4  from-CPU 4(1) to-cpu 3(1) CPU migration
       49:1465568832619 TID   4 CPU   3(1) restarted on the same CPU
      139:1465568832709 TID   4 sleeping on 'cond var'
      139:1465568832709 TID   4 CPU   3(1) preempted
      139:1465568832709 TID   8  from-CPU 20(1) to-cpu 3(1) CPU migration
      139:1465568832709 TID   8 CPU   3(1) restarted on the same CPU
      139:1465568832709 TID   8 sleeping on 'cond var'
      139:1465568832709 TID   8 CPU   3(1) preempted
      139:1465568832709 TID   4 CPU   3(1) restarted on the same CPU
      139:1465568832709 TID   4 sleeping on 'cond var'
      139:1465568832709 TID   4 CPU   3(1) preempted
      139:1465568832709 TID   8 CPU   3(1) restarted on the same CPU
      139:1465568832709 TID   8 sleeping on 'cond var'
      139:1465568832709 TID   8 CPU   3(1) preempted
      149:1465568832719 TID   4 CPU   3(1) restarted on the same CPU
        9:0         TID   4 CPU   4(1) created
        9:1465568832579 TID   4 CPU   4(1) restarted on the same CPU
        9:1465568832579 TID   4 sleeping on 'cond var'
        9:1465568832579 TID   4 CPU   4(1) preempted
        9:1465568832579 TID   4 CPU   4(1) restarted on the same CPU
       49:1465568832619 TID   4 CPU   4(1) preempted
      149:1465568832719 TID   6  from-CPU 21(1) to-cpu 4(1) CPU migration
      149:1465568832719 TID   6 CPU   4(1) restarted on the same CPU
        9:0         TID   2 CPU   5(1) created
        9:1465568832579 TID   2 CPU   5(1) restarted on the same CPU
        9:1465568832579 TID   2 sleeping on 'cond var'
        9:1465568832579 TID   2 CPU   5(1) preempted
        9:0         TID   6 CPU   5(1) created
        9:1465568832579 TID   6 CPU   5(1) restarted on the same CPU
        9:1465568832579 TID   6 sleeping on 'cond var'
        9:1465568832579 TID   6 CPU   5(1) preempted
        9:0         TID   8 CPU   5(1) created
        9:1465568832579 TID   8 CPU   5(1) restarted on the same CPU
        9:1465568832579 TID   8 sleeping on 'cond var'
        9:1465568832579 TID   8 CPU   5(1) preempted
        9:1465568832579 TID   2 CPU   5(1) restarted on the same CPU
      139:1465568832709 TID   2 sleeping on 'cond var'
      139:1465568832709 TID   2 CPU   5(1) preempted
      139:1465568832709 TID   2 CPU   5(1) restarted on the same CPU
      139:1465568832709 TID   2 sleeping on 'cond var'
      139:1465568832709 TID   2 CPU   5(1) preempted
      149:1465568832719 TID   2 CPU   5(1) restarted on the same CPU
        9:0         TID   1 CPU   6(1) created
        9:1465568832579 TID   1 CPU   6(1) restarted on the same CPU
        9:1465568832579 TID   1 CPU   6(1) preempted
        9:1465568832579 TID   1 CPU   6(1) restarted on the same CPU
        9:1465568832579 TID   1 CPU   6(1) preempted
        9:1465568832579 TID   1 CPU   6(1) restarted on the same CPU
        9:1465568832579 TID   1 CPU   6(1) preempted
        9:1465568832579 TID   1 CPU   6(1) restarted on the same CPU
        9:1465568832579 TID   1 sleeping on 'cond var'
        9:1465568832579 TID   1 CPU   6(1) preempted
        9:1465568832579 TID   1 CPU   6(1) restarted on the same CPU
      139:1465568832709 TID   1 sleeping on 'cond var'
      139:1465568832709 TID   1 CPU   6(1) preempted
      139:1465568832709 TID   1 CPU   6(1) restarted on the same CPU
      139:1465568832709 TID   1 sleeping on 'cond var'
      139:1465568832709 TID   1 CPU   6(1) preempted
      139:1465568832709 TID   1 CPU   6(1) restarted on the same CPU
      139:1465568832709 TID   1 sleeping on 'cond var'
      139:1465568832709 TID   1 CPU   6(1) preempted
      139:1465568832709 TID   1 CPU   6(1) restarted on the same CPU
      149:1465568832719 TID   1 sleeping on 'cond var'
      149:1465568832719 TID   1 CPU   6(1) preempted
      149:1465568832719 TID   1 CPU   6(1) restarted on the same CPU
      149:1465568832719 TID   1 sleeping on 'shuttle'
      149:1465568832719 TID   1 CPU   6(1) preempted
      149:1465568832719 TID   1 CPU   6(1) restarted on the same CPU
      149:1465568832719 TID   1 sleeping on 'shuttle'
      149:1465568832719 TID   1 CPU   6(1) preempted
      149:1465568832719 TID   1 CPU   6(1) restarted on the same CPU
      149:1465568832719 TID   1 sleeping on 'cond var'
      149:1465568832719 TID   1 CPU   6(1) preempted
      149:1465568832719 TID   1 CPU   6(1) restarted on the same CPU
      149:1465568832719 TID   1 sleeping on 'cond var'
      149:1465568832719 TID   1 CPU   6(1) preempted
      149:1465568832719 TID   1 CPU   6(1) restarted on the same CPU
      149:1465568832719 TID   1 sleeping on 'cond var'
      149:1465568832719 TID   1 CPU   6(1) preempted
      149:1465568832719 TID   1 CPU   6(1) restarted on the same CPU
      149:1465568832719 TID   1 sleeping on 'cond var'
      149:1465568832719 TID   1 CPU   6(1) preempted
      149:1465568832719 TID   1 CPU   6(1) restarted on the same CPU
        9:0         TID   5 CPU  11(2) created
        9:1465568832579 TID   5 CPU  11(2) restarted on the same CPU
        9:1465568832579 TID   5 sleeping on 'cond var'
        9:1465568832579 TID   5 CPU  11(2) preempted
        9:1465568832579 TID   5 CPU  11(2) restarted on the same CPU
      139:1465568832709 TID   5 sleeping on 'cond var'
      139:1465568832709 TID   5 CPU  11(2) preempted
      139:1465568832709 TID   5 CPU  11(2) restarted on the same CPU
      139:1465568832709 TID   5 sleeping on 'cond var'
      139:1465568832709 TID   5 CPU  11(2) preempted
      149:1465568832719 TID   5 CPU  11(2) restarted on the same CPU
      149:1465568832719 TID   8  from-CPU 3(1) to-cpu 19(1) CPU migration
      149:1465568832719 TID   8 CPU  19(1) restarted on the same CPU
        9:1465568832579 TID   8  from-CPU 5(1) to-cpu 20(1) CPU migration
        9:1465568832579 TID   8 CPU  20(1) restarted on the same CPU
      139:1465568832709 TID   8 sleeping on 'cond var'
      139:1465568832709 TID   8 CPU  20(1) preempted
        9:1465568832579 TID   6  from-CPU 5(1) to-cpu 21(1) CPU migration
        9:1465568832579 TID   6 CPU  21(1) restarted on the same CPU
      139:1465568832709 TID   6 sleeping on 'cond var'
      139:1465568832709 TID   6 CPU  21(1) preempted
      139:1465568832709 TID   6 CPU  21(1) restarted on the same CPU
      139:1465568832709 TID   6 sleeping on 'cond var'
      139:1465568832709 TID   6 CPU  21(1) preempted
        9:0         TID   7 CPU  25(2) created
        9:1465568832579 TID   7 CPU  25(2) restarted on the same CPU
        9:1465568832579 TID   7 sleeping on 'cond var'
        9:1465568832579 TID   7 CPU  25(2) preempted
        9:1465568832579 TID   7 CPU  25(2) restarted on the same CPU
      139:1465568832709 TID   7 sleeping on 'cond var'
      139:1465568832709 TID   7 CPU  25(2) preempted
      139:1465568832709 TID   7 CPU  25(2) restarted on the same CPU
      139:1465568832709 TID   7 sleeping on 'cond var'
      139:1465568832709 TID   7 CPU  25(2) preempted
      149:1465568832719 TID   7 CPU  25(2) restarted on the same CPU
        9:0         TID   3 CPU  29(2) created
        9:1465568832579 TID   3 CPU  29(2) restarted on the same CPU
        9:1465568832579 TID   3 sleeping on 'cond var'
        9:1465568832579 TID   3 CPU  29(2) preempted
        9:1465568832579 TID   3 CPU  29(2) restarted on the same CPU
      139:1465568832709 TID   3 sleeping on 'cond var'
      139:1465568832709 TID   3 CPU  29(2) preempted
      139:1465568832709 TID   3 CPU  29(2) restarted on the same CPU
