TIMESTAMP (us)       , DELTA (us)          , TID      , CURR CPU , CURR GRP, LAST CPU , LAST GRP, TYPE                     , DESCRIPTION    
0                    ,                     , 1        , 13       , 2       ,          ,         , BEGIN                    ,                
956                  , 956                 , 1        , 1        , 1       , 1        , 1       , CREATE                   ,                
966                  , 9                   , 1        , 1        , 1       , 1        , 1       , RESTART ON SAME CPU      ,                
1001                 , 35                  , 1        , 1        , 1       , 1        , 1       , PREEMPTED                ,                
1037                 , 35                  , 1        , 1        , 1       , 1        , 1       , RESTART ON SAME CPU      ,                
1514                 , 477                 , 1        , 1        , 1       , 1        , 1       , PREEMPTED                ,                
2215                 , 700                 , 1        , 1        , 1       , 1        , 1       , RESTART ON SAME CPU      ,                
2232                 , 16                  , 1        , 1        , 1       , 1        , 1       , PREEMPTED                ,                
2262                 , 30                  , 1        , 1        , 1       , 1        , 1       , RESTART ON SAME CPU      ,                
2520                 , 257                 , 1        , 1        , 1       , 1        , 1       , PREEMPTED                ,                
2740                 , 220                 , 1        , 1        , 1       , 1        , 1       , RESTART ON SAME CPU      ,                
2756                 , 15                  , 1        , 1        , 1       , 1        , 1       , PREEMPTED                ,                
2786                 , 29                  , 1        , 1        , 1       , 1        , 1       , RESTART ON SAME CPU      ,                
6597                 , 6597                , 2        , 9        , 2       , 9        , 2       , CREATE                   ,                
6605                 , 7                   , 2        , 9        , 2       , 9        , 2       , RESTART ON SAME CPU      ,                
6616                 , 6616                , 3        , 0        , 1       , 0        , 1       , CREATE                   ,                
6622                 , 5                   , 3        , 0        , 1       , 0        , 1       , RESTART ON SAME CPU      ,                
6667                 , 44                  , 3        , 0        , 1       , 0        , 1       , SLEEPING ON              , cond var       
6668                 , 6668                , 4        , 15       , 2       , 15       , 2       , CREATE                   ,                
6673                 , 5                   , 4        , 15       , 2       , 15       , 2       , RESTART ON SAME CPU      ,                
6679                 , 11                  , 3        , 0        , 1       , 0        , 1       , PREEMPTED                ,                
6683                 , 6683                , 5        , 23       , 1       , 23       , 1       , CREATE                   ,                
6688                 , 5                   , 5        , 23       , 1       , 23       , 1       , RESTART ON SAME CPU      ,                
6691                 , 85                  , 2        , 9        , 2       , 9        , 2       , SLEEPING ON              , cond var       
6694                 , 20                  , 4        , 15       , 2       , 15       , 2       , SLEEPING ON              , cond var       
6696                 , 6696                , 6        , 29       , 2       , 29       , 2       , CREATE                   ,                
6701                 , 4                   , 6        , 29       , 2       , 29       , 2       , RESTART ON SAME CPU      ,                
6703                 , 9                   , 4        , 15       , 2       , 15       , 2       , PREEMPTED                ,                
6704                 , 12                  , 2        , 9        , 2       , 9        , 2       , PREEMPTED                ,                
6705                 , 16                  , 5        , 23       , 1       , 23       , 1       , SLEEPING ON              , cond var       
6711                 , 6                   , 5        , 23       , 1       , 23       , 1       , PREEMPTED                ,                
6727                 , 25                  , 6        , 29       , 2       , 29       , 2       , SLEEPING ON              , cond var       
6728                 , 6728                , 7        , 0        , 1       , 0        , 1       , CREATE                   ,                
6732                 , 4                   , 7        , 0        , 1       , 0        , 1       , RESTART ON SAME CPU      ,                
6736                 , 9                   , 6        , 29       , 2       , 29       , 2       , PREEMPTED                ,                
6745                 , 12                  , 7        , 0        , 1       , 0        , 1       , SLEEPING ON              , cond var       
6749                 , 70                  , 3        , 22       , 1       , 0        , 1       , CPU MIGRATION            ,                
6750                 , 5                   , 7        , 0        , 1       , 0        , 1       , PREEMPTED                ,                
6769                 , 19                  , 3        , 22       , 1       , 22       , 1       , RESTART ON SAME CPU      ,                
6780                 , 6780                , 9        , 0        , 1       , 0        , 1       , CREATE                   ,                
6785                 , 16                  , 3        , 22       , 1       , 22       , 1       , SLEEPING ON              , cond var       
6785                 , 5                   , 9        , 0        , 1       , 0        , 1       , RESTART ON SAME CPU      ,                
6789                 , 6789                , 8        , 11       , 2       , 11       , 2       , CREATE                   ,                
6794                 , 5                   , 8        , 11       , 2       , 11       , 2       , RESTART ON SAME CPU      ,                
6794                 , 9                   , 3        , 22       , 1       , 22       , 1       , PREEMPTED                ,                
6795                 , 9                   , 9        , 0        , 1       , 0        , 1       , SLEEPING ON              , cond var       
6800                 , 4                   , 9        , 0        , 1       , 0        , 1       , PREEMPTED                ,                
6811                 , 6811                , 10       , 25       , 2       , 25       , 2       , CREATE                   ,                
