        0:0         TID   1 CPU   8(2) created
        0:0         TID   1 CPU   8(2) created
Threads: 2 Range: 99
Time: 194237 usecs
        0:0         TID   1 CPU   8(2) created
        0:0         TID   1 CPU   8(2) created
        0:0         TID   1 CPU   8(2) created
        0:0         TID   1 CPU   8(2) created
       10:1465568811840 TID   1 sleeping on 'cond var'
       10:1465568811840 TID   1 CPU   8(2) preempted
       10:1465568811840 TID   1 CPU   8(2) restarted on the same CPU
      200:1465568812030 TID   1 sleeping on 'cond var'
      200:1465568812030 TID   1 CPU   8(2) preempted
      200:1465568812030 TID   1  from-CPU 8(2) to-cpu 31(2) CPU migration
      200:1465568812030 TID   1 CPU  31(2) restarted on the same CPU
      200:1465568812030 TID   1 sleeping on 'cond var'
      200:1465568812030 TID   1 CPU  31(2) preempted
      200:1465568812030 TID   1 CPU  31(2) restarted on the same CPU
      200:1465568812030 TID   1 sleeping on 'cond var'
      200:1465568812030 TID   1 CPU  31(2) preempted
      200:1465568812030 TID   1 CPU  31(2) restarted on the same CPU
      200:1465568812030 TID   1 sleeping on 'shuttle'
      200:1465568812030 TID   1 CPU  31(2) preempted
      200:1465568812030 TID   1 CPU  31(2) restarted on the same CPU
      200:1465568812030 TID   1 sleeping on 'shuttle'
      200:1465568812030 TID   1 CPU  31(2) preempted
      200:1465568812030 TID   1 CPU  31(2) restarted on the same CPU
      200:1465568812030 TID   1 sleeping on 'cond var'
      200:1465568812030 TID   1 CPU  31(2) preempted
      200:1465568812030 TID   1 CPU  31(2) restarted on the same CPU
       10:0         TID   2 CPU   3(1) created
       10:1465568811840 TID   2 CPU   3(1) restarted on the same CPU
       10:1465568811840 TID   2 sleeping on 'cond var'
       10:1465568811840 TID   2 CPU   3(1) preempted
       10:1465568811840 TID   2 CPU   3(1) restarted on the same CPU
      200:1465568812030 TID   2 sleeping on 'cond var'
      200:1465568812030 TID   2 CPU   3(1) preempted
      200:1465568812030 TID   2 CPU   3(1) restarted on the same CPU
      200:1465568812030 TID   2 sleeping on 'cond var'
      200:1465568812030 TID   2 CPU   3(1) preempted
      200:1465568812030 TID   2 CPU   3(1) restarted on the same CPU

