TIMESTAMP (us)       , DELTA (us)          , TID      , CURR CPU , CURR GRP, LAST CPU , LAST GRP, TYPE                     , DESCRIPTION    
7126                 , 7126                , 5        , 17       , 1       , 17       , 1       , CREATE                   ,                
7131                 , 5                   , 5        , 17       , 1       , 17       , 1       , RESTART ON SAME CPU      ,                
7148                 , 17                  , 5        , 17       , 1       , 17       , 1       , SLEEPING ON              , cond var       
7157                 , 8                   , 5        , 17       , 1       , 17       , 1       , PREEMPTED                ,                
8512                 , 1354                , 5        , 17       , 1       , 17       , 1       , RESTART ON SAME CPU      ,                
47361                , 38849               , 5        , 17       , 1       , 17       , 1       , SLEEPING ON              , cond var       
47370                , 8                   , 5        , 17       , 1       , 17       , 1       , PREEMPTED                ,                
47914                , 543                 , 5        , 18       , 1       , 17       , 1       , CPU MIGRATION            ,                
47918                , 3                   , 5        , 18       , 1       , 18       , 1       , RESTART ON SAME CPU      ,                
47928                , 9                   , 5        , 18       , 1       , 18       , 1       , SLEEPING ON              , cond var       
47933                , 5                   , 5        , 18       , 1       , 18       , 1       , PREEMPTED                ,                
50658                , 2724                , 5        , 18       , 1       , 18       , 1       , RESTART ON SAME CPU      ,                
50992                , 333                 , 5        , 18       , 1       , 18       , 1       , EXIT                     ,                
