TIMESTAMP (us)       , DELTA (us)          , TID      , CURR CPU , CURR GRP, LAST CPU , LAST GRP, TYPE                     , DESCRIPTION    
6993                 , 6993                , 9        , 18       , 1       , 18       , 1       , CREATE                   ,                
6997                 , 4                   , 9        , 18       , 1       , 18       , 1       , RESTART ON SAME CPU      ,                
7007                 , 9                   , 9        , 18       , 1       , 18       , 1       , SLEEPING ON              , cond var       
7012                 , 4                   , 9        , 18       , 1       , 18       , 1       , PREEMPTED                ,                
7473                 , 461                 , 9        , 7        , 1       , 18       , 1       , CPU MIGRATION            ,                
7487                 , 14                  , 9        , 7        , 1       , 7        , 1       , RESTART ON SAME CPU      ,                
52194                , 44706               , 9        , 7        , 1       , 7        , 1       , SLEEPING ON              , cond var       
52207                , 12                  , 9        , 7        , 1       , 7        , 1       , PREEMPTED                ,                
52922                , 714                 , 9        , 7        , 1       , 7        , 1       , RESTART ON SAME CPU      ,                
52934                , 12                  , 9        , 7        , 1       , 7        , 1       , SLEEPING ON              , cond var       
52942                , 7                   , 9        , 7        , 1       , 7        , 1       , PREEMPTED                ,                
55327                , 2385                , 9        , 7        , 1       , 7        , 1       , RESTART ON SAME CPU      ,                
55382                , 54                  , 9        , 7        , 1       , 7        , 1       , EXIT                     ,                
