TIMESTAMP (us)       , DELTA (us)          , TID      , CURR CPU , CURR GRP, LAST CPU , LAST GRP, TYPE                     , DESCRIPTION    
6604                 , 6604                , 23       , 12       , 2       , 12       , 2       , CREATE                   ,                
6608                 , 4                   , 23       , 12       , 2       , 12       , 2       , RESTART ON SAME CPU      ,                
6618                 , 10                  , 23       , 12       , 2       , 12       , 2       , SLEEPING ON              , cond var       
6623                 , 5                   , 23       , 12       , 2       , 12       , 2       , PREEMPTED                ,                
8011                 , 1387                , 23       , 10       , 2       , 12       , 2       , CPU MIGRATION            ,                
8018                 , 6                   , 23       , 10       , 2       , 10       , 2       , RESTART ON SAME CPU      ,                
183234               , 175216              , 23       , 10       , 2       , 10       , 2       , SLEEPING ON              , cond var       
183244               , 9                   , 23       , 10       , 2       , 10       , 2       , PREEMPTED                ,                
183858               , 613                 , 23       , 10       , 2       , 10       , 2       , RESTART ON SAME CPU      ,                
183906               , 48                  , 23       , 10       , 2       , 10       , 2       , SLEEPING ON              , cond var       
183913               , 6                   , 23       , 10       , 2       , 10       , 2       , PREEMPTED                ,                
186162               , 2249                , 23       , 14       , 2       , 10       , 2       , CPU MIGRATION            ,                
186169               , 7                   , 23       , 14       , 2       , 14       , 2       , RESTART ON SAME CPU      ,                
186433               , 263                 , 23       , 14       , 2       , 14       , 2       , EXIT                     ,                
