TIMESTAMP (us)       , DELTA (us)          , TID      , CURR CPU , CURR GRP, LAST CPU , LAST GRP, TYPE                     , DESCRIPTION    
7726                 , 7726                , 56       , 17       , 1       , 17       , 1       , CREATE                   ,                
7731                 , 4                   , 56       , 17       , 1       , 17       , 1       , RESTART ON SAME CPU      ,                
7743                 , 12                  , 56       , 17       , 1       , 17       , 1       , SLEEPING ON              , cond var       
7750                 , 7                   , 56       , 17       , 1       , 17       , 1       , PREEMPTED                ,                
47554                , 39804               , 56       , 16       , 1       , 17       , 1       , CPU MIGRATION            ,                
47561                , 6                   , 56       , 16       , 1       , 16       , 1       , RESTART ON SAME CPU      ,                
86940                , 39378               , 56       , 16       , 1       , 16       , 1       , PREEMPTED                ,                
126942               , 40002               , 56       , 16       , 1       , 16       , 1       , RESTART ON SAME CPU      ,                
166932               , 39989               , 56       , 16       , 1       , 16       , 1       , PREEMPTED                ,                
173941               , 7009                , 56       , 16       , 1       , 16       , 1       , RESTART ON SAME CPU      ,                
179532               , 5590                , 56       , 16       , 1       , 16       , 1       , SLEEPING ON              , cond var       
179538               , 6                   , 56       , 16       , 1       , 16       , 1       , PREEMPTED                ,                
183921               , 4382                , 56       , 16       , 1       , 16       , 1       , RESTART ON SAME CPU      ,                
183951               , 30                  , 56       , 16       , 1       , 16       , 1       , SLEEPING ON              , cond var       
183959               , 7                   , 56       , 16       , 1       , 16       , 1       , PREEMPTED                ,                
187183               , 3224                , 56       , 18       , 1       , 16       , 1       , CPU MIGRATION            ,                
187190               , 6                   , 56       , 18       , 1       , 18       , 1       , RESTART ON SAME CPU      ,                
187215               , 24                  , 56       , 18       , 1       , 18       , 1       , EXIT                     ,                
