TIMESTAMP (us)       , DELTA (us)          , TID      , CURR CPU , CURR GRP, LAST CPU , LAST GRP, TYPE                     , DESCRIPTION    
10806                , 10806               , 14       , 23       , 1       , 23       , 1       , CREATE                   ,                
10810                , 4                   , 14       , 23       , 1       , 23       , 1       , RESTART ON SAME CPU      ,                
10826                , 15                  , 14       , 23       , 1       , 23       , 1       , SLEEPING ON              , cond var       
10834                , 8                   , 14       , 23       , 1       , 23       , 1       , PREEMPTED                ,                
13789                , 2954                , 14       , 18       , 1       , 23       , 1       , CPU MIGRATION            ,                
13795                , 6                   , 14       , 18       , 1       , 18       , 1       , RESTART ON SAME CPU      ,                
55871                , 42075               , 14       , 18       , 1       , 18       , 1       , PREEMPTED                ,                
95566                , 39695               , 14       , 18       , 1       , 18       , 1       , RESTART ON SAME CPU      ,                
125557               , 29990               , 14       , 18       , 1       , 18       , 1       , PREEMPTED                ,                
165560               , 40003               , 14       , 18       , 1       , 18       , 1       , RESTART ON SAME CPU      ,                
167273               , 1713                , 14       , 18       , 1       , 18       , 1       , PREEMPTED                ,                
167366               , 92                  , 14       , 18       , 1       , 18       , 1       , RESTART ON SAME CPU      ,                
170179               , 2813                , 14       , 18       , 1       , 18       , 1       , PREEMPTED                ,                
170369               , 189                 , 14       , 18       , 1       , 18       , 1       , RESTART ON SAME CPU      ,                
170999               , 630                 , 14       , 18       , 1       , 18       , 1       , PREEMPTED                ,                
171013               , 13                  , 14       , 18       , 1       , 18       , 1       , RESTART ON SAME CPU      ,                
172172               , 1158                , 14       , 18       , 1       , 18       , 1       , PREEMPTED                ,                
172386               , 213                 , 14       , 18       , 1       , 18       , 1       , RESTART ON SAME CPU      ,                
174495               , 2109                , 14       , 18       , 1       , 18       , 1       , PREEMPTED                ,                
174509               , 13                  , 14       , 18       , 1       , 18       , 1       , RESTART ON SAME CPU      ,                
175647               , 1138                , 14       , 18       , 1       , 18       , 1       , PREEMPTED                ,                
175685               , 38                  , 14       , 18       , 1       , 18       , 1       , RESTART ON SAME CPU      ,                
177723               , 2038                , 14       , 18       , 1       , 18       , 1       , PREEMPTED                ,                
177766               , 42                  , 14       , 18       , 1       , 18       , 1       , RESTART ON SAME CPU      ,                
183776               , 6010                , 14       , 18       , 1       , 18       , 1       , SLEEPING ON              , cond var       
183789               , 13                  , 14       , 18       , 1       , 18       , 1       , PREEMPTED                ,                
191725               , 7935                , 14       , 18       , 1       , 18       , 1       , RESTART ON SAME CPU      ,                
191747               , 21                  , 14       , 18       , 1       , 18       , 1       , SLEEPING ON              , cond var       
191755               , 8                   , 14       , 18       , 1       , 18       , 1       , PREEMPTED                ,                
194057               , 2302                , 14       , 2        , 1       , 18       , 1       , CPU MIGRATION            ,                
194064               , 6                   , 14       , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
