TIMESTAMP (us)       , DELTA (us)          , TID      , CURR CPU , CURR GRP, LAST CPU , LAST GRP, TYPE                     , DESCRIPTION    
0                    ,                     , 1        , 14       , 2       ,          ,         , BEGIN                    ,                
876                  , 876                 , 1        , 2        , 1       , 2        , 1       , CREATE                   ,                
898                  , 21                  , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
948                  , 49                  , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
1003                 , 55                  , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
1573                 , 570                 , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
2252                 , 678                 , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
2285                 , 32                  , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
2327                 , 42                  , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
2825                 , 498                 , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
2943                 , 118                 , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
2974                 , 30                  , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
3056                 , 81                  , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
11190                , 11190               , 2        , 28       , 2       , 28       , 2       , CREATE                   ,                
11215                , 24                  , 2        , 28       , 2       , 28       , 2       , RESTART ON SAME CPU      ,                
11246                , 11246               , 3        , 1        , 1       , 1        , 1       , CREATE                   ,                
11260                , 13                  , 3        , 1        , 1       , 1        , 1       , RESTART ON SAME CPU      ,                
11289                , 73                  , 2        , 28       , 2       , 28       , 2       , SLEEPING ON              , cond var       
11299                , 11299               , 4        , 10       , 2       , 10       , 2       , CREATE                   ,                
11300                , 11                  , 2        , 28       , 2       , 28       , 2       , PREEMPTED                ,                
11303                , 43                  , 3        , 1        , 1       , 1        , 1       , SLEEPING ON              , cond var       
11304                , 5                   , 4        , 10       , 2       , 10       , 2       , RESTART ON SAME CPU      ,                
11315                , 11                  , 3        , 1        , 1       , 1        , 1       , PREEMPTED                ,                
11322                , 17                  , 4        , 10       , 2       , 10       , 2       , SLEEPING ON              , cond var       
11353                , 31                  , 4        , 10       , 2       , 10       , 2       , PREEMPTED                ,                
11362                , 11362               , 6        , 24       , 2       , 24       , 2       , CREATE                   ,                
11368                , 5                   , 6        , 24       , 2       , 24       , 2       , RESTART ON SAME CPU      ,                
11369                , 11369               , 5        , 0        , 1       , 0        , 1       , CREATE                   ,                
11370                , 11370               , 7        , 1        , 1       , 1        , 1       , CREATE                   ,                
11375                , 4                   , 7        , 1        , 1       , 1        , 1       , RESTART ON SAME CPU      ,                
11375                , 5                   , 5        , 0        , 1       , 0        , 1       , RESTART ON SAME CPU      ,                
11385                , 17                  , 6        , 24       , 2       , 24       , 2       , SLEEPING ON              , cond var       
11386                , 11                  , 7        , 1        , 1       , 1        , 1       , SLEEPING ON              , cond var       
11390                , 15                  , 5        , 0        , 1       , 0        , 1       , SLEEPING ON              , cond var       
11392                , 8336                , 1        , 2        , 1       , 2        , 1       , SLEEPING ON              , cond var       
11393                , 6                   , 7        , 1        , 1       , 1        , 1       , PREEMPTED                ,                
11393                , 7                   , 6        , 24       , 2       , 24       , 2       , PREEMPTED                ,                
11396                , 6                   , 5        , 0        , 1       , 0        , 1       , PREEMPTED                ,                
11399                , 11399               , 8        , 30       , 2       , 30       , 2       , CREATE                   ,                
11399                , 6                   , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
11405                , 5                   , 8        , 30       , 2       , 30       , 2       , RESTART ON SAME CPU      ,                
11442                , 36                  , 8        , 30       , 2       , 30       , 2       , SLEEPING ON              , cond var       
11443                , 142                 , 2        , 28       , 2       , 28       , 2       , RESTART ON SAME CPU      ,                
11451                , 9                   , 8        , 30       , 2       , 30       , 2       , PREEMPTED                ,                
11470                , 155                 , 3        , 1        , 1       , 1        , 1       , RESTART ON SAME CPU      ,                
11508                , 154                 , 4        , 10       , 2       , 10       , 2       , RESTART ON SAME CPU      ,                
11522                , 129                 , 6        , 24       , 2       , 24       , 2       , RESTART ON SAME CPU      ,                
11544                , 151                 , 7        , 17       , 1       , 1        , 1       , CPU MIGRATION            ,                
11554                , 10                  , 7        , 17       , 1       , 17       , 1       , RESTART ON SAME CPU      ,                
11569                , 172                 , 5        , 0        , 1       , 0        , 1       , RESTART ON SAME CPU      ,                
11582                , 182                 , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
11599                , 147                 , 8        , 30       , 2       , 30       , 2       , RESTART ON SAME CPU      ,                
42085                , 30531               , 7        , 17       , 1       , 17       , 1       , PREEMPTED                ,                
42114                , 28                  , 7        , 3        , 1       , 17       , 1       , CPU MIGRATION            ,                
42121                , 6                   , 7        , 3        , 1       , 3        , 1       , RESTART ON SAME CPU      ,                
529300               , 517777              , 6        , 24       , 2       , 24       , 2       , SLEEPING ON              , cond var       
529300               , 517830              , 3        , 1        , 1       , 1        , 1       , SLEEPING ON              , cond var       
529301               , 517701              , 8        , 30       , 2       , 30       , 2       , SLEEPING ON              , cond var       
529302               , 517733              , 5        , 0        , 1       , 0        , 1       , SLEEPING ON              , cond var       
529304               , 517861              , 2        , 28       , 2       , 28       , 2       , SLEEPING ON              , cond var       
529307               , 7                   , 6        , 24       , 2       , 24       , 2       , PREEMPTED                ,                
529310               , 9                   , 3        , 1        , 1       , 1        , 1       , PREEMPTED                ,                
529310               , 9                   , 8        , 30       , 2       , 30       , 2       , PREEMPTED                ,                
529311               , 517803              , 4        , 10       , 2       , 10       , 2       , SLEEPING ON              , cond var       
529311               , 6                   , 2        , 28       , 2       , 28       , 2       , PREEMPTED                ,                
529312               , 9                   , 5        , 0        , 1       , 0        , 1       , PREEMPTED                ,                
529315               , 487194              , 7        , 3        , 1       , 3        , 1       , SLEEPING ON              , cond var       
529319               , 517737              , 1        , 2        , 1       , 2        , 1       , SLEEPING ON              , cond var       
529320               , 13                  , 6        , 24       , 2       , 24       , 2       , RESTART ON SAME CPU      ,                
529321               , 9                   , 4        , 10       , 2       , 10       , 2       , PREEMPTED                ,                
529325               , 9                   , 7        , 3        , 1       , 3        , 1       , PREEMPTED                ,                
529328               , 9                   , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
529335               , 14                  , 6        , 24       , 2       , 24       , 2       , SLEEPING ON              , cond var       
529335               , 25                  , 3        , 1        , 1       , 1        , 1       , RESTART ON SAME CPU      ,                
529341               , 5                   , 6        , 24       , 2       , 24       , 2       , PREEMPTED                ,                
529348               , 12                  , 3        , 1        , 1       , 1        , 1       , SLEEPING ON              , cond var       
529351               , 40                  , 8        , 30       , 2       , 30       , 2       , RESTART ON SAME CPU      ,                
529355               , 7                   , 3        , 1        , 1       , 1        , 1       , PREEMPTED                ,                
529363               , 12                  , 8        , 30       , 2       , 30       , 2       , SLEEPING ON              , cond var       
529367               , 54                  , 5        , 0        , 1       , 0        , 1       , RESTART ON SAME CPU      ,                
529371               , 7                   , 8        , 30       , 2       , 30       , 2       , PREEMPTED                ,                
529379               , 11                  , 5        , 0        , 1       , 0        , 1       , SLEEPING ON              , cond var       
529381               , 69                  , 2        , 28       , 2       , 28       , 2       , RESTART ON SAME CPU      ,                
529386               , 7                   , 5        , 0        , 1       , 0        , 1       , PREEMPTED                ,                
529392               , 11                  , 2        , 28       , 2       , 28       , 2       , SLEEPING ON              , cond var       
529394               , 73                  , 4        , 10       , 2       , 10       , 2       , RESTART ON SAME CPU      ,                
529398               , 5                   , 2        , 28       , 2       , 28       , 2       , PREEMPTED                ,                
529406               , 11                  , 4        , 10       , 2       , 10       , 2       , SLEEPING ON              , cond var       
529410               , 84                  , 7        , 3        , 1       , 3        , 1       , RESTART ON SAME CPU      ,                
529413               , 7                   , 4        , 10       , 2       , 10       , 2       , PREEMPTED                ,                
529422               , 12                  , 7        , 3        , 1       , 3        , 1       , SLEEPING ON              , cond var       
529425               , 96                  , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
529430               , 7                   , 7        , 3        , 1       , 3        , 1       , PREEMPTED                ,                
529533               , 108                 , 1        , 2        , 1       , 2        , 1       , SLEEPING ON              , cond var       
529542               , 8                   , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
531405               , 1863                , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
531432               , 26                  , 1        , 2        , 1       , 2        , 1       , SLEEPING ON              , cond var       
531440               , 7                   , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
531588               , 147                 , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
531605               , 17                  , 1        , 2        , 1       , 2        , 1       , SLEEPING ON              , shuttle        
531611               , 5                   , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
531669               , 57                  , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
531679               , 10                  , 1        , 2        , 1       , 2        , 1       , SLEEPING ON              , shuttle        
531684               , 5                   , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
531704               , 20                  , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
531875               , 2477                , 2        , 28       , 2       , 28       , 2       , RESTART ON SAME CPU      ,                
531877               , 2521                , 3        , 1        , 1       , 1        , 1       , RESTART ON SAME CPU      ,                
531880               , 2467                , 4        , 10       , 2       , 10       , 2       , RESTART ON SAME CPU      ,                
531880               , 2539                , 6        , 24       , 2       , 24       , 2       , RESTART ON SAME CPU      ,                
531881               , 2494                , 5        , 0        , 1       , 0        , 1       , RESTART ON SAME CPU      ,                
531882               , 177                 , 1        , 2        , 1       , 2        , 1       , SLEEPING ON              , cond var       
531883               , 2453                , 7        , 3        , 1       , 3        , 1       , RESTART ON SAME CPU      ,                
531886               , 2514                , 8        , 30       , 2       , 30       , 2       , RESTART ON SAME CPU      ,                
531891               , 9                   , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
531893               , 13                  , 4        , 10       , 2       , 10       , 2       , EXIT                     ,                
531908               , 25                  , 7        , 3        , 1       , 3        , 1       , EXIT                     ,                
531923               , 31                  , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
