TIMESTAMP (us)       , DELTA (us)          , TID      , CURR CPU , CURR GRP, LAST CPU , LAST GRP, TYPE                     , DESCRIPTION    
0                    ,                     , 1        , 6        , 1       ,          ,         , BEGIN                    ,                
839                  , 839                 , 1        , 13       , 2       , 13       , 2       , CREATE                   ,                
850                  , 10                  , 1        , 13       , 2       , 13       , 2       , RESTART ON SAME CPU      ,                
876                  , 25                  , 1        , 13       , 2       , 13       , 2       , PREEMPTED                ,                
925                  , 49                  , 1        , 13       , 2       , 13       , 2       , RESTART ON SAME CPU      ,                
1375                 , 450                 , 1        , 13       , 2       , 13       , 2       , PREEMPTED                ,                
2070                 , 694                 , 1        , 13       , 2       , 13       , 2       , RESTART ON SAME CPU      ,                
2094                 , 23                  , 1        , 13       , 2       , 13       , 2       , PREEMPTED                ,                
2128                 , 33                  , 1        , 13       , 2       , 13       , 2       , RESTART ON SAME CPU      ,                
2380                 , 252                 , 1        , 13       , 2       , 13       , 2       , PREEMPTED                ,                
2453                 , 73                  , 1        , 13       , 2       , 13       , 2       , RESTART ON SAME CPU      ,                
2463                 , 9                   , 1        , 13       , 2       , 13       , 2       , PREEMPTED                ,                
2490                 , 27                  , 1        , 13       , 2       , 13       , 2       , RESTART ON SAME CPU      ,                
6152                 , 6152                , 3        , 12       , 2       , 12       , 2       , CREATE                   ,                
6158                 , 6                   , 3        , 12       , 2       , 12       , 2       , RESTART ON SAME CPU      ,                
6158                 , 6158                , 2        , 1        , 1       , 1        , 1       , CREATE                   ,                
6174                 , 15                  , 2        , 1        , 1       , 1        , 1       , RESTART ON SAME CPU      ,                
6206                 , 48                  , 3        , 12       , 2       , 12       , 2       , SLEEPING ON              , cond var       
6214                 , 6214                , 4        , 7        , 1       , 7        , 1       , CREATE                   ,                
6216                 , 10                  , 3        , 12       , 2       , 12       , 2       , PREEMPTED                ,                
6219                 , 4                   , 4        , 7        , 1       , 7        , 1       , RESTART ON SAME CPU      ,                
6221                 , 6221                , 5        , 11       , 2       , 11       , 2       , CREATE                   ,                
6226                 , 5                   , 5        , 11       , 2       , 11       , 2       , RESTART ON SAME CPU      ,                
6230                 , 55                  , 2        , 1        , 1       , 1        , 1       , SLEEPING ON              , cond var       
6235                 , 16                  , 4        , 7        , 1       , 7        , 1       , SLEEPING ON              , cond var       
6241                 , 5                   , 4        , 7        , 1       , 7        , 1       , PREEMPTED                ,                
6242                 , 12                  , 2        , 1        , 1       , 1        , 1       , PREEMPTED                ,                
6244                 , 18                  , 5        , 11       , 2       , 11       , 2       , SLEEPING ON              , cond var       
6246                 , 6246                , 7        , 12       , 2       , 12       , 2       , CREATE                   ,                
6251                 , 4                   , 7        , 12       , 2       , 12       , 2       , RESTART ON SAME CPU      ,                
6254                 , 9                   , 5        , 11       , 2       , 11       , 2       , PREEMPTED                ,                
6271                 , 20                  , 7        , 12       , 2       , 12       , 2       , SLEEPING ON              , cond var       
6276                 , 4                   , 7        , 12       , 2       , 12       , 2       , PREEMPTED                ,                
6290                 , 6290                , 6        , 21       , 1       , 21       , 1       , CREATE                   ,                
