TIMESTAMP (us)       , DELTA (us)          , TID      , CURR CPU , CURR GRP, LAST CPU , LAST GRP, TYPE                     , DESCRIPTION    
0                    ,                     , 1        , 6        , 1       ,          ,         , BEGIN                    ,                
883                  , 883                 , 1        , 14       , 2       , 14       , 2       , CREATE                   ,                
925                  , 41                  , 1        , 14       , 2       , 14       , 2       , RESTART ON SAME CPU      ,                
951                  , 26                  , 1        , 14       , 2       , 14       , 2       , PREEMPTED                ,                
1023                 , 71                  , 1        , 14       , 2       , 14       , 2       , RESTART ON SAME CPU      ,                
1490                 , 466                 , 1        , 14       , 2       , 14       , 2       , PREEMPTED                ,                
2142                 , 652                 , 1        , 14       , 2       , 14       , 2       , RESTART ON SAME CPU      ,                
2158                 , 15                  , 1        , 14       , 2       , 14       , 2       , PREEMPTED                ,                
2188                 , 29                  , 1        , 14       , 2       , 14       , 2       , RESTART ON SAME CPU      ,                
2429                 , 241                 , 1        , 14       , 2       , 14       , 2       , PREEMPTED                ,                
2477                 , 48                  , 1        , 14       , 2       , 14       , 2       , RESTART ON SAME CPU      ,                
2503                 , 25                  , 1        , 14       , 2       , 14       , 2       , PREEMPTED                ,                
2545                 , 42                  , 1        , 14       , 2       , 14       , 2       , RESTART ON SAME CPU      ,                
6354                 , 6354                , 2        , 3        , 1       , 3        , 1       , CREATE                   ,                
6362                 , 8                   , 2        , 3        , 1       , 3        , 1       , RESTART ON SAME CPU      ,                
6418                 , 55                  , 2        , 3        , 1       , 3        , 1       , SLEEPING ON              , cond var       
6422                 , 6422                , 3        , 13       , 2       , 13       , 2       , CREATE                   ,                
6428                 , 6                   , 3        , 13       , 2       , 13       , 2       , RESTART ON SAME CPU      ,                
6429                 , 10                  , 2        , 3        , 1       , 3        , 1       , PREEMPTED                ,                
6438                 , 6438                , 4        , 17       , 1       , 17       , 1       , CREATE                   ,                
6443                 , 5                   , 4        , 17       , 1       , 17       , 1       , RESTART ON SAME CPU      ,                
6450                 , 21                  , 3        , 13       , 2       , 13       , 2       , SLEEPING ON              , cond var       
6461                 , 18                  , 4        , 17       , 1       , 17       , 1       , SLEEPING ON              , cond var       
6464                 , 14                  , 3        , 13       , 2       , 13       , 2       , PREEMPTED                ,                
6464                 , 6464                , 5        , 12       , 2       , 12       , 2       , CREATE                   ,                
6467                 , 6467                , 6        , 23       , 1       , 23       , 1       , CREATE                   ,                
6469                 , 7                   , 4        , 17       , 1       , 17       , 1       , PREEMPTED                ,                
6470                 , 5                   , 5        , 12       , 2       , 12       , 2       , RESTART ON SAME CPU      ,                
6473                 , 5                   , 6        , 23       , 1       , 23       , 1       , RESTART ON SAME CPU      ,                
6486                 , 6486                , 7        , 13       , 2       , 13       , 2       , CREATE                   ,                
6487                 , 16                  , 5        , 12       , 2       , 12       , 2       , SLEEPING ON              , cond var       
6491                 , 18                  , 6        , 23       , 1       , 23       , 1       , SLEEPING ON              , cond var       
6491                 , 5                   , 7        , 13       , 2       , 13       , 2       , RESTART ON SAME CPU      ,                
6496                 , 9                   , 5        , 12       , 2       , 12       , 2       , PREEMPTED                ,                
6500                 , 8                   , 6        , 23       , 1       , 23       , 1       , PREEMPTED                ,                
6503                 , 12                  , 7        , 13       , 2       , 13       , 2       , SLEEPING ON              , cond var       
6510                 , 7                   , 7        , 13       , 2       , 13       , 2       , PREEMPTED                ,                
6515                 , 6515                , 8        , 5        , 1       , 5        , 1       , CREATE                   ,                
6521                 , 5                   , 8        , 5        , 1       , 5        , 1       , RESTART ON SAME CPU      ,                
6528                 , 6528                , 9        , 13       , 2       , 13       , 2       , CREATE                   ,                
6533                 , 5                   , 9        , 13       , 2       , 13       , 2       , RESTART ON SAME CPU      ,                
6538                 , 17                  , 8        , 5        , 1       , 5        , 1       , SLEEPING ON              , cond var       
6544                 , 11                  , 9        , 13       , 2       , 13       , 2       , SLEEPING ON              , cond var       
6547                 , 9                   , 8        , 5        , 1       , 5        , 1       , PREEMPTED                ,                
6551                 , 7                   , 9        , 13       , 2       , 13       , 2       , PREEMPTED                ,                
6552                 , 6552                , 10       , 19       , 1       , 19       , 1       , CREATE                   ,                
6557                 , 4                   , 10       , 19       , 1       , 19       , 1       , RESTART ON SAME CPU      ,                
6569                 , 6569                , 11       , 13       , 2       , 13       , 2       , CREATE                   ,                
6571                 , 14                  , 10       , 19       , 1       , 19       , 1       , SLEEPING ON              , cond var       
6574                 , 5                   , 11       , 13       , 2       , 13       , 2       , RESTART ON SAME CPU      ,                
6578                 , 6                   , 10       , 19       , 1       , 19       , 1       , PREEMPTED                ,                
6585                 , 11                  , 11       , 13       , 2       , 13       , 2       , SLEEPING ON              , cond var       
6591                 , 6                   , 11       , 13       , 2       , 13       , 2       , PREEMPTED                ,                
6599                 , 6599                , 12       , 1        , 1       , 1        , 1       , CREATE                   ,                
6603                 , 4                   , 12       , 1        , 1       , 1        , 1       , RESTART ON SAME CPU      ,                
6611                 , 6611                , 13       , 13       , 2       , 13       , 2       , CREATE                   ,                
6615                 , 4                   , 13       , 13       , 2       , 13       , 2       , RESTART ON SAME CPU      ,                
6618                 , 14                  , 12       , 1        , 1       , 1        , 1       , SLEEPING ON              , cond var       
6627                 , 12                  , 13       , 13       , 2       , 13       , 2       , SLEEPING ON              , cond var       
6627                 , 8                   , 12       , 1        , 1       , 1        , 1       , PREEMPTED                ,                
6633                 , 5                   , 13       , 13       , 2       , 13       , 2       , PREEMPTED                ,                
6638                 , 6638                , 14       , 7        , 1       , 7        , 1       , CREATE                   ,                
6642                 , 4                   , 14       , 7        , 1       , 7        , 1       , RESTART ON SAME CPU      ,                
6656                 , 13                  , 14       , 7        , 1       , 7        , 1       , SLEEPING ON              , cond var       
6656                 , 6656                , 15       , 13       , 2       , 13       , 2       , CREATE                   ,                
6660                 , 3                   , 15       , 13       , 2       , 13       , 2       , RESTART ON SAME CPU      ,                
6661                 , 5                   , 14       , 7        , 1       , 7        , 1       , PREEMPTED                ,                
6672                 , 11                  , 15       , 13       , 2       , 13       , 2       , SLEEPING ON              , cond var       
6678                 , 6                   , 15       , 13       , 2       , 13       , 2       , PREEMPTED                ,                
6680                 , 4134                , 1        , 14       , 2       , 14       , 2       , SLEEPING ON              , cond var       
6683                 , 6683                , 16       , 21       , 1       , 21       , 1       , CREATE                   ,                
6688                 , 4                   , 16       , 21       , 1       , 21       , 1       , RESTART ON SAME CPU      ,                
6690                 , 9                   , 1        , 14       , 2       , 14       , 2       , PREEMPTED                ,                
6711                 , 23                  , 16       , 21       , 1       , 21       , 1       , SLEEPING ON              , cond var       
6713                 , 284                 , 2        , 3        , 1       , 3        , 1       , RESTART ON SAME CPU      ,                
6717                 , 5                   , 16       , 21       , 1       , 21       , 1       , PREEMPTED                ,                
6729                 , 265                 , 3        , 13       , 2       , 13       , 2       , RESTART ON SAME CPU      ,                
6746                 , 277                 , 4        , 17       , 1       , 17       , 1       , RESTART ON SAME CPU      ,                
6792                 , 295                 , 5        , 12       , 2       , 12       , 2       , RESTART ON SAME CPU      ,                
6812                 , 312                 , 6        , 23       , 1       , 23       , 1       , RESTART ON SAME CPU      ,                
6834                 , 323                 , 7        , 29       , 2       , 13       , 2       , CPU MIGRATION            ,                
6843                 , 9                   , 7        , 29       , 2       , 29       , 2       , RESTART ON SAME CPU      ,                
6861                 , 313                 , 8        , 5        , 1       , 5        , 1       , RESTART ON SAME CPU      ,                
6910                 , 359                 , 9        , 9        , 2       , 13       , 2       , CPU MIGRATION            ,                
6917                 , 6                   , 9        , 9        , 2       , 9        , 2       , RESTART ON SAME CPU      ,                
6937                 , 359                 , 10       , 19       , 1       , 19       , 1       , RESTART ON SAME CPU      ,                
6975                 , 384                 , 11       , 15       , 2       , 13       , 2       , CPU MIGRATION            ,                
6981                 , 5                   , 11       , 15       , 2       , 15       , 2       , RESTART ON SAME CPU      ,                
7028                 , 401                 , 12       , 20       , 1       , 1        , 1       , CPU MIGRATION            ,                
7036                 , 8                   , 12       , 20       , 1       , 20       , 1       , RESTART ON SAME CPU      ,                
7062                 , 429                 , 13       , 31       , 2       , 13       , 2       , CPU MIGRATION            ,                
7068                 , 5                   , 13       , 31       , 2       , 31       , 2       , RESTART ON SAME CPU      ,                
7110                 , 448                 , 14       , 16       , 1       , 7        , 1       , CPU MIGRATION            ,                
7116                 , 6                   , 14       , 16       , 1       , 16       , 1       , RESTART ON SAME CPU      ,                
7159                 , 480                 , 15       , 24       , 2       , 13       , 2       , CPU MIGRATION            ,                
7164                 , 5                   , 15       , 24       , 2       , 24       , 2       , RESTART ON SAME CPU      ,                
7207                 , 517                 , 1        , 14       , 2       , 14       , 2       , RESTART ON SAME CPU      ,                
7228                 , 510                 , 16       , 21       , 1       , 21       , 1       , RESTART ON SAME CPU      ,                
43223                , 35995               , 16       , 21       , 1       , 21       , 1       , PREEMPTED                ,                
43232                , 8                   , 16       , 22       , 1       , 21       , 1       , CPU MIGRATION            ,                
43237                , 5                   , 16       , 22       , 1       , 22       , 1       , RESTART ON SAME CPU      ,                
123207               , 116494              , 2        , 3        , 1       , 3        , 1       , PREEMPTED                ,                
123213               , 116483              , 3        , 13       , 2       , 13       , 2       , PREEMPTED                ,                
123223               , 116155              , 13       , 31       , 2       , 31       , 2       , PREEMPTED                ,                
123237               , 29                  , 2        , 2        , 1       , 3        , 1       , CPU MIGRATION            ,                
123239               , 16                  , 13       , 27       , 2       , 31       , 2       , CPU MIGRATION            ,                
123239               , 26                  , 3        , 11       , 2       , 13       , 2       , CPU MIGRATION            ,                
123244               , 7                   , 2        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
123247               , 8                   , 13       , 27       , 2       , 27       , 2       , RESTART ON SAME CPU      ,                
123247               , 8                   , 3        , 11       , 2       , 11       , 2       , RESTART ON SAME CPU      ,                
243227               , 119979              , 3        , 11       , 2       , 11       , 2       , PREEMPTED                ,                
243248               , 21                  , 3        , 10       , 2       , 11       , 2       , CPU MIGRATION            ,                
243256               , 7                   , 3        , 10       , 2       , 10       , 2       , RESTART ON SAME CPU      ,                
273267               , 266520              , 4        , 17       , 1       , 17       , 1       , SLEEPING ON              , cond var       
273276               , 8                   , 4        , 17       , 1       , 17       , 1       , PREEMPTED                ,                
273570               , 266757              , 6        , 23       , 1       , 23       , 1       , SLEEPING ON              , cond var       
273579               , 8                   , 6        , 23       , 1       , 23       , 1       , PREEMPTED                ,                
273591               , 266554              , 12       , 20       , 1       , 20       , 1       , SLEEPING ON              , cond var       
273600               , 9                   , 12       , 20       , 1       , 20       , 1       , PREEMPTED                ,                
274212               , 267095              , 14       , 16       , 1       , 16       , 1       , SLEEPING ON              , cond var       
274222               , 10                  , 14       , 16       , 1       , 16       , 1       , PREEMPTED                ,                
274871               , 268079              , 5        , 12       , 2       , 12       , 2       , SLEEPING ON              , cond var       
274883               , 11                  , 5        , 12       , 2       , 12       , 2       , PREEMPTED                ,                
275146               , 267981              , 15       , 24       , 2       , 24       , 2       , SLEEPING ON              , cond var       
275156               , 10                  , 15       , 24       , 2       , 24       , 2       , PREEMPTED                ,                
275259               , 268342              , 9        , 9        , 2       , 9        , 2       , SLEEPING ON              , cond var       
275270               , 10                  , 9        , 9        , 2       , 9        , 2       , PREEMPTED                ,                
275397               , 268189              , 1        , 14       , 2       , 14       , 2       , SLEEPING ON              , cond var       
275407               , 10                  , 1        , 14       , 2       , 14       , 2       , PREEMPTED                ,                
281386               , 274525              , 8        , 5        , 1       , 5        , 1       , SLEEPING ON              , cond var       
281395               , 9                   , 8        , 5        , 1       , 5        , 1       , PREEMPTED                ,                
281469               , 238231              , 16       , 22       , 1       , 22       , 1       , SLEEPING ON              , cond var       
281478               , 9                   , 16       , 22       , 1       , 22       , 1       , PREEMPTED                ,                
295982               , 172737              , 2        , 2        , 1       , 2        , 1       , SLEEPING ON              , cond var       
295991               , 9                   , 2        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
297748               , 290767              , 11       , 15       , 2       , 15       , 2       , SLEEPING ON              , cond var       
297757               , 8                   , 11       , 15       , 2       , 15       , 2       , PREEMPTED                ,                
297990               , 291052              , 10       , 19       , 1       , 19       , 1       , SLEEPING ON              , cond var       
297999               , 9                   , 10       , 19       , 1       , 19       , 1       , PREEMPTED                ,                
298101               , 291258              , 7        , 29       , 2       , 29       , 2       , SLEEPING ON              , cond var       
298112               , 10                  , 7        , 29       , 2       , 29       , 2       , PREEMPTED                ,                
320181               , 76925               , 3        , 10       , 2       , 10       , 2       , SLEEPING ON              , cond var       
320189               , 7                   , 3        , 10       , 2       , 10       , 2       , PREEMPTED                ,                
324041               , 50765               , 4        , 17       , 1       , 17       , 1       , RESTART ON SAME CPU      ,                
324042               , 200794              , 13       , 27       , 2       , 27       , 2       , SLEEPING ON              , cond var       
324052               , 10                  , 13       , 27       , 2       , 27       , 2       , PREEMPTED                ,                
324056               , 50477               , 6        , 23       , 1       , 23       , 1       , RESTART ON SAME CPU      ,                
324057               , 15                  , 4        , 17       , 1       , 17       , 1       , SLEEPING ON              , cond var       
324063               , 6                   , 4        , 17       , 1       , 17       , 1       , PREEMPTED                ,                
324067               , 11                  , 6        , 23       , 1       , 23       , 1       , SLEEPING ON              , cond var       
324070               , 50469               , 12       , 20       , 1       , 20       , 1       , RESTART ON SAME CPU      ,                
324075               , 7                   , 6        , 23       , 1       , 23       , 1       , PREEMPTED                ,                
324081               , 11                  , 12       , 20       , 1       , 20       , 1       , SLEEPING ON              , cond var       
324085               , 49862               , 14       , 16       , 1       , 16       , 1       , RESTART ON SAME CPU      ,                
324088               , 7                   , 12       , 20       , 1       , 20       , 1       , PREEMPTED                ,                
324097               , 12                  , 14       , 16       , 1       , 16       , 1       , SLEEPING ON              , cond var       
324101               , 49218               , 5        , 12       , 2       , 12       , 2       , RESTART ON SAME CPU      ,                
324105               , 7                   , 14       , 16       , 1       , 16       , 1       , PREEMPTED                ,                
324113               , 12                  , 5        , 12       , 2       , 12       , 2       , SLEEPING ON              , cond var       
324116               , 48960               , 15       , 24       , 2       , 24       , 2       , RESTART ON SAME CPU      ,                
324121               , 7                   , 5        , 12       , 2       , 12       , 2       , PREEMPTED                ,                
324127               , 11                  , 15       , 24       , 2       , 24       , 2       , SLEEPING ON              , cond var       
324131               , 48861               , 9        , 9        , 2       , 9        , 2       , RESTART ON SAME CPU      ,                
324135               , 7                   , 15       , 24       , 2       , 24       , 2       , PREEMPTED                ,                
324143               , 11                  , 9        , 9        , 2       , 9        , 2       , SLEEPING ON              , cond var       
324146               , 48738               , 1        , 14       , 2       , 14       , 2       , RESTART ON SAME CPU      ,                
324150               , 7                   , 9        , 9        , 2       , 9        , 2       , PREEMPTED                ,                
324162               , 42767               , 8        , 5        , 1       , 5        , 1       , RESTART ON SAME CPU      ,                
324174               , 11                  , 8        , 5        , 1       , 5        , 1       , SLEEPING ON              , cond var       
324176               , 42697               , 16       , 22       , 1       , 22       , 1       , RESTART ON SAME CPU      ,                
324181               , 7                   , 8        , 5        , 1       , 5        , 1       , PREEMPTED                ,                
324189               , 12                  , 16       , 22       , 1       , 22       , 1       , SLEEPING ON              , cond var       
324191               , 28199               , 2        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
324196               , 7                   , 16       , 22       , 1       , 22       , 1       , PREEMPTED                ,                
324203               , 12                  , 2        , 2        , 1       , 2        , 1       , SLEEPING ON              , cond var       
324206               , 26448               , 11       , 15       , 2       , 15       , 2       , RESTART ON SAME CPU      ,                
324210               , 7                   , 2        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
324218               , 12                  , 11       , 15       , 2       , 15       , 2       , SLEEPING ON              , cond var       
324222               , 26222               , 10       , 19       , 1       , 19       , 1       , RESTART ON SAME CPU      ,                
324225               , 6                   , 11       , 15       , 2       , 15       , 2       , PREEMPTED                ,                
