TIMESTAMP (us)       , DELTA (us)          , TID      , CURR CPU , CURR GRP, LAST CPU , LAST GRP, TYPE                     , DESCRIPTION    
9181                 , 9181                , 57       , 0        , 1       , 0        , 1       , CREATE                   ,                
9196                 , 14                  , 57       , 0        , 1       , 0        , 1       , RESTART ON SAME CPU      ,                
9207                 , 11                  , 57       , 0        , 1       , 0        , 1       , SLEEPING ON              , cond var       
9213                 , 6                   , 57       , 0        , 1       , 0        , 1       , PREEMPTED                ,                
45811                , 36598               , 57       , 1        , 1       , 0        , 1       , CPU MIGRATION            ,                
45818                , 7                   , 57       , 1        , 1       , 1        , 1       , RESTART ON SAME CPU      ,                
74753                , 28934               , 57       , 1        , 1       , 1        , 1       , SLEEPING ON              , cond var       
74760                , 7                   , 57       , 1        , 1       , 1        , 1       , PREEMPTED                ,                
74946                , 185                 , 57       , 1        , 1       , 1        , 1       , RESTART ON SAME CPU      ,                
74964                , 17                  , 57       , 1        , 1       , 1        , 1       , SLEEPING ON              , cond var       
74970                , 5                   , 57       , 1        , 1       , 1        , 1       , PREEMPTED                ,                
76906                , 1936                , 57       , 1        , 1       , 1        , 1       , RESTART ON SAME CPU      ,                
76918                , 11                  , 57       , 1        , 1       , 1        , 1       , SLEEPING ON              , cond var       
76924                , 6                   , 57       , 1        , 1       , 1        , 1       , PREEMPTED                ,                
78635                , 1710                , 57       , 0        , 1       , 1        , 1       , CPU MIGRATION            ,                
78641                , 6                   , 57       , 0        , 1       , 0        , 1       , RESTART ON SAME CPU      ,                
78663                , 22                  , 57       , 0        , 1       , 0        , 1       , EXIT                     ,                
