        0:0         TID   1 CPU   9(2) created
        0:0         TID   1 CPU   9(2) created
Threads: 1 Range: 99
Time: 66777 usecs
        0:0         TID   1 CPU   9(2) created
        0:0         TID   1 CPU   9(2) created
        0:0         TID   1 CPU   9(2) created
        0:0         TID   1 CPU   9(2) created
       79:1465568802789 TID   1 sleeping on 'cond var'
       79:1465568802789 TID   1 CPU   9(2) preempted
       79:1465568802789 TID   1 CPU   9(2) restarted on the same CPU
       79:1465568802789 TID   1 sleeping on 'cond var'
       79:1465568802789 TID   1 CPU   9(2) preempted
       79:1465568802789 TID   1 CPU   9(2) restarted on the same CPU
       79:1465568802789 TID   1 sleeping on 'shuttle'
       79:1465568802789 TID   1 CPU   9(2) preempted
       79:1465568802789 TID   1 CPU   9(2) restarted on the same CPU
       79:1465568802789 TID   1 sleeping on 'shuttle'
       79:1465568802789 TID   1 CPU   9(2) preempted
       79:1465568802789 TID   1 CPU   9(2) restarted on the same CPU

