        0:0         TID   1 CPU  24(2) created
        0:0         TID   1 CPU  24(2) created
        0:0         TID   1 CPU  24(2) created
        0:0         TID   1 CPU  24(2) created
Threads: 4 Range: 99
Time: 179755 usecs
      179:1465568822269 TID   2  from-CPU 15(2) to-cpu 13(2) CPU migration
      179:1465568822269 TID   2 CPU  13(2) restarted on the same CPU
      179:1465568822269 TID   2 sleeping on 'cond var'
      179:1465568822269 TID   2 CPU  13(2) preempted
      179:1465568822269 TID   2 CPU  13(2) restarted on the same CPU
      179:1465568822269 TID   2 sleeping on 'cond var'
      179:1465568822269 TID   2 CPU  13(2) preempted
      189:1465568822280 TID   2 CPU  13(2) restarted on the same CPU
       10:0         TID   4 CPU  14(2) created
       10:1465568822100 TID   4 CPU  14(2) restarted on the same CPU
       10:1465568822100 TID   4 sleeping on 'cond var'
       10:1465568822100 TID   4 CPU  14(2) preempted
       10:1465568822100 TID   4 CPU  14(2) restarted on the same CPU
      179:1465568822269 TID   4 sleeping on 'cond var'
      179:1465568822269 TID   4 CPU  14(2) preempted
      179:1465568822269 TID   4 CPU  14(2) restarted on the same CPU
      179:1465568822269 TID   4 sleeping on 'cond var'
      179:1465568822269 TID   4 CPU  14(2) preempted
      189:1465568822280 TID   4 CPU  14(2) restarted on the same CPU
       10:0         TID   2 CPU  15(2) created
       10:1465568822100 TID   2 CPU  15(2) restarted on the same CPU
       10:1465568822100 TID   2 sleeping on 'cond var'
       10:1465568822100 TID   2 CPU  15(2) preempted
       10:1465568822100 TID   2 CPU  15(2) restarted on the same CPU
      179:1465568822269 TID   2 sleeping on 'cond var'
      179:1465568822269 TID   2 CPU  15(2) preempted
       10:0         TID   3 CPU  20(1) created
       10:1465568822100 TID   3 CPU  20(1) restarted on the same CPU
       10:1465568822100 TID   3 sleeping on 'cond var'
       10:1465568822100 TID   3 CPU  20(1) preempted
       10:1465568822100 TID   3 CPU  20(1) restarted on the same CPU
      179:1465568822269 TID   3 sleeping on 'cond var'
      179:1465568822269 TID   3 CPU  20(1) preempted
      179:1465568822269 TID   3 CPU  20(1) restarted on the same CPU
      179:1465568822269 TID   3 sleeping on 'cond var'
      179:1465568822269 TID   3 CPU  20(1) preempted
      189:1465568822280 TID   3 CPU  20(1) restarted on the same CPU
        0:0         TID   1 CPU  24(2) created
        0:0         TID   1 CPU  24(2) created
       10:1465568822100 TID   1 sleeping on 'cond var'
       10:1465568822100 TID   1 CPU  24(2) preempted
       10:1465568822100 TID   1 CPU  24(2) restarted on the same CPU
      179:1465568822269 TID   1 sleeping on 'cond var'
      179:1465568822269 TID   1 CPU  24(2) preempted
      179:1465568822269 TID   1 CPU  24(2) restarted on the same CPU
      179:1465568822269 TID   1 sleeping on 'cond var'
      179:1465568822269 TID   1 CPU  24(2) preempted
      189:1465568822280 TID   1 CPU  24(2) restarted on the same CPU
      189:1465568822280 TID   1 sleeping on 'cond var'
      189:1465568822280 TID   1 CPU  24(2) preempted
      189:1465568822280 TID   1 CPU  24(2) restarted on the same CPU
      189:1465568822280 TID   1 sleeping on 'shuttle'
      189:1465568822280 TID   1 CPU  24(2) preempted
      189:1465568822280 TID   1 CPU  24(2) restarted on the same CPU
      189:1465568822280 TID   1 sleeping on 'shuttle'
      189:1465568822280 TID   1 CPU  24(2) preempted
      189:1465568822280 TID   1 CPU  24(2) restarted on the same CPU
      189:1465568822280 TID   1 sleeping on 'cond var'
      189:1465568822280 TID   1 CPU  24(2) preempted
      189:1465568822280 TID   1 CPU  24(2) restarted on the same CPU
      189:1465568822280 TID   1 sleeping on 'cond var'
      189:1465568822280 TID   1 CPU  24(2) preempted
      189:1465568822280 TID   1 CPU  24(2) restarted on the same CPU

