        0:0         TID   1 CPU   6(1) created
        0:0         TID   1 CPU   6(1) created
Threads: 1 Range: 99
Time: 26962.2 usecs
        0:0         TID   1 CPU   6(1) created
        0:0         TID   1 CPU   6(1) created
        0:0         TID   1 CPU   6(1) created
        0:0         TID   1 CPU   6(1) created
       29:1465568739449 TID   1 sleeping on 'cond var'
       29:1465568739449 TID   1 CPU   6(1) preempted
       39:1465568739459 TID   1 CPU   6(1) restarted on the same CPU
       39:1465568739459 TID   1 sleeping on 'cond var'
       39:1465568739459 TID   1 CPU   6(1) preempted
       39:1465568739459 TID   1 CPU   6(1) restarted on the same CPU
       39:1465568739459 TID   1 sleeping on 'shuttle'
       39:1465568739459 TID   1 CPU   6(1) preempted
       39:1465568739459 TID   1 CPU   6(1) restarted on the same CPU
       39:1465568739459 TID   1 sleeping on 'shuttle'
       39:1465568739459 TID   1 CPU   6(1) preempted
       39:1465568739459 TID   1 CPU   6(1) restarted on the same CPU

