TIMESTAMP (us)       , DELTA (us)          , TID      , CURR CPU , CURR GRP, LAST CPU , LAST GRP, TYPE                     , DESCRIPTION    
0                    ,                     , 1        , 5        , 1       ,          ,         , BEGIN                    ,                
880                  , 880                 , 1        , 29       , 2       , 29       , 2       , CREATE                   ,                
901                  , 20                  , 1        , 29       , 2       , 29       , 2       , RESTART ON SAME CPU      ,                
958                  , 57                  , 1        , 29       , 2       , 29       , 2       , PREEMPTED                ,                
1026                 , 68                  , 1        , 29       , 2       , 29       , 2       , RESTART ON SAME CPU      ,                
1629                 , 603                 , 1        , 29       , 2       , 29       , 2       , PREEMPTED                ,                
Threads: 32 Range: 262144
Time: 175459 usecs
13147                , 1385                , 24       , 0        , 1       , 17       , 1       , CPU MIGRATION            ,                
13153                , 6                   , 24       , 0        , 1       , 0        , 1       , RESTART ON SAME CPU      ,                
132358               , 119205              , 24       , 0        , 1       , 0        , 1       , PREEMPTED                ,                
133247               , 888                 , 24       , 0        , 1       , 0        , 1       , RESTART ON SAME CPU      ,                
184035               , 50787               , 24       , 0        , 1       , 0        , 1       , SLEEPING ON              , cond var       
184045               , 9                   , 24       , 0        , 1       , 0        , 1       , PREEMPTED                ,                
184117               , 72                  , 24       , 0        , 1       , 0        , 1       , RESTART ON SAME CPU      ,                
184134               , 16                  , 24       , 0        , 1       , 0        , 1       , SLEEPING ON              , cond var       
184140               , 6                   , 24       , 0        , 1       , 0        , 1       , PREEMPTED                ,                
185066               , 926                 , 24       , 0        , 1       , 0        , 1       , RESTART ON SAME CPU      ,                
185077               , 11                  , 24       , 0        , 1       , 0        , 1       , SLEEPING ON              , cond var       
185083               , 6                   , 24       , 0        , 1       , 0        , 1       , PREEMPTED                ,                
187729               , 2645                , 24       , 0        , 1       , 0        , 1       , RESTART ON SAME CPU      ,                
187877               , 147                 , 24       , 0        , 1       , 0        , 1       , EXIT                     ,                
11041                , 11041               , 16       , 1        , 1       , 1        , 1       , CREATE                   ,                
11047                , 6                   , 16       , 1        , 1       , 1        , 1       , RESTART ON SAME CPU      ,                
11078                , 31                  , 16       , 1        , 1       , 1        , 1       , SLEEPING ON              , cond var       
11088                , 9                   , 16       , 1        , 1       , 1        , 1       , PREEMPTED                ,                
12759                , 1670                , 16       , 1        , 1       , 1        , 1       , RESTART ON SAME CPU      ,                
184014               , 171255              , 16       , 1        , 1       , 1        , 1       , SLEEPING ON              , cond var       
184027               , 12                  , 16       , 1        , 1       , 1        , 1       , PREEMPTED                ,                
187754               , 2627                , 30       , 1        , 1       , 18       , 1       , CPU MIGRATION            ,                
187761               , 6                   , 30       , 1        , 1       , 1        , 1       , RESTART ON SAME CPU      ,                
188066               , 305                 , 30       , 1        , 1       , 1        , 1       , EXIT                     ,                
12608                , 1654                , 14       , 2        , 1       , 19       , 1       , CPU MIGRATION            ,                
12614                , 5                   , 14       , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
14594                , 1980                , 14       , 2        , 1       , 2        , 1       , PREEMPTED                ,                
17828                , 3233                , 14       , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
132355               , 114527              , 14       , 2        , 1       , 2        , 1       , PREEMPTED                ,                
132372               , 16                  , 14       , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
