TIMESTAMP (us)       , DELTA (us)          , TID      , CURR CPU , CURR GRP, LAST CPU , LAST GRP, TYPE                     , DESCRIPTION    
0                    ,                     , 1        , 24       , 2       ,          ,         , BEGIN                    ,                
920                  , 920                 , 1        , 2        , 1       , 2        , 1       , CREATE                   ,                
952                  , 31                  , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
977                  , 25                  , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
1012                 , 35                  , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
1487                 , 474                 , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
2174                 , 687                 , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
2207                 , 32                  , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
2246                 , 39                  , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
2477                 , 231                 , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
2504                 , 26                  , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
2513                 , 9                   , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
2539                 , 26                  , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
Threads: 1 Range: 262144
Time: 3.65248e+06 usecs
3658923              , 3656383             , 1        , 2        , 1       , 2        , 1       , SLEEPING ON              , cond var       
3658948              , 25                  , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
3660894              , 1946                , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
3660916              , 22                  , 1        , 2        , 1       , 2        , 1       , SLEEPING ON              , cond var       
3660922              , 5                   , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
3661063              , 140                 , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
3661080              , 17                  , 1        , 2        , 1       , 2        , 1       , SLEEPING ON              , shuttle        
3661085              , 5                   , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
3661151              , 66                  , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
3661163              , 11                  , 1        , 2        , 1       , 2        , 1       , SLEEPING ON              , shuttle        
3661167              , 4                   , 1        , 2        , 1       , 2        , 1       , PREEMPTED                ,                
3661186              , 19                  , 1        , 2        , 1       , 2        , 1       , RESTART ON SAME CPU      ,                
3661372              , 186                 , 1        , 2        , 1       , 2        , 1       , EXIT                     ,                
3661828              ,                     , 1        , 13       , 2       ,          ,         , END                      ,                
